	text	label
7604	to confirm his worst fears , thomas sprints outside and discovers that it is not just a terrible dream - his vision may never be the same . 	0
4349	a rollicking ride , with jaw-dropping action sequences , striking villains , a gorgeous color palette , astounding technology , stirring music and a boffo last hour that leads up to a strangely sinister happy ending . 	1
5463	jimmy wayne garrick is bitten by a stray dog one night on his way home and becomes obsessed with the idea that he is becoming a werewolf . 	0
217	the waterlogged script plumbs uncharted depths of stupidity , incoherence and sub-sophomoric sexual banter . 	1
7550	a unique and irreverent look at new york's cubicle filled sweatshops . 	0
3570	talk to her is excellent movie-making and much of it is wondrous , but my conscience won't allow me to be devoted to unconditionally singing its praises . 	1
4804	it ain't art , by a long shot , but unlike last year's lame musketeer , this dumas adaptation entertains . 	1
4097	good performances and a realistic , non-exploitive approach make paid in full worth seeing . 	1
3753	soulless and -- even more damning -- virtually joyless , xxx achieves near virtuosity in its crapulence . 	1
5635	not just any dress , this is a 1930s parisian ball gown , and the two women's respective desires for it are played out to a comical through bitter end . 	0
168	treats a potentially explosive set-up with adult reflection and thoughtfulness . 	1
4259	no better or worse than 'truth or consequences , n . m . ' or any other interchangeable actioner with imbecilic mafia toolbags botching a routine assignment in a western backwater . 	1
9729	the project of pre-crime , at the time being in a state of trial run , is going to be voted about in the near future . 	0
9585	"a long-distant fight wages until her mother's friends ( and members of the yaya sisterhood ) kidnap siddalee and take her "" home "" to the south , where they hope to explain her mother's history and to patch up the rift between mother and daughter . "	0
7539	they live in a poor village in the soviet union , fantisizing about a better life . 	0
3271	apparently writer-director attal thought he need only cast himself and his movie-star wife sitting around in their drawers to justify a film . 	1
605	by the standards of knucklehead swill , the hot chick is pretty damned funny . 	1
919	any film that doesn't even in passing mention political prisoners , poverty and the boat loads of people who try to escape the country is less a documentary and more propaganda by way of a valentine sealed with a kiss . 	1
9926	when a depressed marketing executive goes to a psychiatrist for help , he discovers the doctor is crazier than he is . 	0
6634	this sets off a minor battle between the two for control of the fish supply . 	0
6720	during the course of the story we follow our hero as he attempts to single-handedly save the country from falling into the hands of a despot . 	0
3539	the first half bursts with a goofy energy previous disney films only used for a few minutes here and there . 	1
4254	despite the authenticity of the trappings , the film is overblown in its plotting , hackneyed in its dialogue and anachronistic in its style . 	1
3905	director and co-writer hilary birmingham's maiden feature� is a strong , polished , professional indie effort that bodes well for bigger success . 	1
4935	anyone who suffers through this film deserves , at the very least , a big box of consolation candy . 	1
781	it is intensely personal and yet -- unlike quills -- deftly shows us the temper of the times . 	1
2449	my oh my , is this an invigorating , electric movie . 	1
6974	now pistachio must make the most of his inherited power in an attempt to track down devilin and save his parents . 	0
2814	this is a poster movie , a mediocre tribute to films like them ! 	1
831	as [the characters] get more depressed , the story gets more tiresome , especially as it continues to mount a conspicuous effort to be profound . 	1
9185	danny is antagonized by undercover narcotics agents ( anthony lapaglia and doug hutchison ) and sadistic dealer pooh bear ( vincent d'onfronio ) . 	0
5579	the results are as giddy , painful , sad and loving as real life tends to be . 	0
8515	on the road to lake tahoe , a stressed out young executive meets a woman who forever changes his life . 	0
2943	there seems to be no clear path as to where the story's going , or how long it's going to take to get there . 	1
5949	nick is about to discover , true love can be found in the strangest of places . . . 	0
6765	marquez is working with barrillo , and is about to assassinate el presidente and assume power . 	0
8544	a look into the underground world of bruce haack , a genius who's past work continues to garner recognition with time . 	0
8886	eddie is investigated and forced to exile himself from his family until the matter is dealt with . 	0
6933	they intend to bring her back to tel-aviv in order to save her life . 	0
7636	scientific ambition turns deadly , however , when the creature escapes and begins savagely stalking its prey - the human race . 	0
5304	the pretense is that her father jake is dying . 	0
5996	the only life he's known is as a gigolo , working for his mother , but he wants to leave that behind . 	0
6865	as he chases the elusive bounty hunter , jango ( and his cloned son boba ) leads obi wan to geonosis , where he meets count dooku and finds a startling revelation about the former jedi . 	0
3793	that we are not the target and still got ninety percent of it is a compliment to director charles stone iii and screenwriters matthew cirulnick and thulani davis who whipped the original story into coherent shape . 	1
8396	red and the boys embark on a road trip across the country , en route to a duct tape festival in the usa , where they intend to win first prize by creating a sculpture made of at least 50% duct tape . 	0
9282	'insignificant other' , a hitchcockian version of sex and the city , follows the intersecting lives of two couples having extramarital affairs , who live lives of paranoia , wondering if their significant other has found out . 	0
8824	lynn and yan shared an unspoken love in the past which is now rekindled in the open , and lynn begins to question whether she wants to continue to be an assassin . 	0
3346	femme fatale offers nothing more than a bait-and-switch that is beyond playing fair with the audience . are we dealing with dreams , visions or being told what actually happened as if it were the third ending of clue ? 	1
262	just like the deli sandwich : lots of ham , lots of cheese , with a sickly sweet coating to disguise its excrescence until just after ( or during ) consumption of its second half . 	1
6625	this documentary captures the life story of legendary hollywood producer and studio chief robert evans . 	0
4196	there are many definitions of 'time waster' but this movie must surely be one of them . 	1
772	if you're an extreme sports fan , this is probably a must own dvd . 	1
8086	what better place for a writer to pick up a girl ? 	0
4064	this latest installment of the horror film franchise that is apparently as invulnerable as its trademark villain has arrived for an incongruous summer playoff , demonstrating yet again that the era of the intelligent , well-made b movie is long gone . 	1
8262	she drags along her best friend marie ( jenny ) , and marie's boyfriend sean ( john ) and kid brother scott ( jonathan ) . 	0
4635	the nicest thing that can be said about stealing harvard ( which might have been called freddy gets molested by a dog ) is that it's not as obnoxious as tom green's freddie got fingered . 	1
3988	written , flatly , by david kendall and directed , barely , by there's something about mary co-writer ed decter . 	1
457	a lyrical , bittersweet film about what could be termed a by-product of battle . 	1
2977	a plethora of engaging diatribes on the meaning of 'home , ' delivered in grand passion by the members of the various households . 	1
5737	the mystery guests soon unleash a stiff sentence of their own , without parole , teaching the judge the consequence of doing unto others as you would have done unto you . 	0
9650	amerika , zed and kyle are good friends until the wicked witch trasha comes along and takes kyle away . 	0
426	even if britney spears is really cute , her movie is really bad . 	1
2436	a fascinating , unnerving examination of the delusions of one unstable man . 	1
5487	the task of stopping them falls to young detective danny berdan , a man not afraid of bending rules to apprehend his prey . 	0
6106	their race against the clock to find the precious stones ultimately unravels a plot to distribute a deadly new weapon of war . 	0
7860	"many people believed max had a gift , but he was so upset by his mother dieing , that he purposely ignores his "" gift "" , until one day he has a disturbing dream about a girl being raped and kidnapped . "	0
6859	" "" all for nothin' "" is their story of love , forgiveness and redemption . "	0
8457	there aren't enough jedi to defend the republic against the threat , so chancellor palpatine enlists the aid of jango fett , who promises that his army of clones will handle the situation . 	0
2017	dignified ceo's meet at a rustic retreat and pee against a tree . can you bear the laughter ? 	1
5339	but even this new relationship is not enough to inspire him to write . 	0
1572	viewed as a travelogue of the little-known indian community that prospers on a little-known island , trinidad , the mystic masseur is successful . 	1
1831	as predictable as the outcome of a globetrotters-generals game , juwanna mann is even more ludicrous than you'd expect from the guy-in-a-dress genre , and a personal low for everyone involved . 	1
2424	this is an ungainly movie , ill-fitting , with its elbows sticking out where the knees should be . 	1
3635	let's face it , even vin's fake tats have more charisma than pierce brosnan . 	1
7255	"he has been hired by an american known only as "" wall street "" ( see rule two ) to make a delivery , but when frank stops along route , he notices his "" package "" is moving . "	0
4070	the acting is fine but the script is about as interesting as a recording of conversations at the wal-mart checkout line . 	1
1503	the dramatic scenes are frequently unintentionally funny , and the action sequences -- clearly the main event -- are surprisingly uninvolving . 	1
4865	[reynolds] takes a classic story , casts attractive and talented actors and uses a magnificent landscape to create a feature film that is wickedly fun to watch . 	1
5617	when an ira cell forces him to hear last confession from a suspected informer , will he let them execute the terrorist ? 	0
9052	rather than spreading good cheer , the duo's motive is to rob each establishment , a strategy that becomes complicated when they encounter an 8-year-old who teaches them the true meaning of christmas . 	0
3946	it's rare to find a film that dazzles the eye , challenges the brain , and satisfies our lust for fast-paced action , but minority report delivers all that and a whole lot more . 	1
5705	"a seemingly inconistent game of "" taboo "" brings out the vile secrets and sexual desires from a group of six college graduates at a remote mansion where one of them flips out and proceeds to kill the rest in the manner of their secrets . "	0
4495	all in all , the count of monte cristo is okay , but it is surely no classic , like the novel upon which it is based . 	1
813	 . . . a ho-hum affair , always watchable yet hardly memorable . 	1
666	it's never a good sign when a film's star spends the entirety of the film in a coma . it's a worse sign when you begin to envy her condition . 	1
1665	when mr . hundert tells us in his narration that 'this is a story without surprises , ' we nod in agreement . 	1
6858	melissa , who will drag him into a world of passion and crime , will soon meet him . 	0
232	tsai has a well-deserved reputation as one of the cinema world's great visual stylists , and in this film , every shot enhances the excellent performances . 	1
7648	what begins as a friendly 'extreme' week long camping trip goes from a warm 'big chill' into a chilling 'deliverance' as old wounds unsurface , passions rise and personalities unravel . 	0
9522	will raja be able to convince the doctor and munnabhai about his love ? 	0
5856	the film tells the story of a highly intelligent former state champion bodybuilder from small town ohio who has become obsessed with his scientific research and , consequently , has let his world-class physique go . 	0
9629	fedot the shooter is sent by the czar to find some special food for the foreighn ambassador's visit . 	0
9942	events go from tragic to dangerous as racism , paranoia , and a secret mistress come into play . 	0
6282	while philippa does not want to elude the justice she deserves for the four innocent deaths , filippo discovers he fell in love with the beautiful woman . 	0
9761	some guests join the family for a farewell-part for lena . 	0
6391	wounded and outgunned , sam shows the kids what it means to stand up for something . 	0
72	ice age is the first computer-generated feature cartoon to feel like other movies , and that makes for some glacial pacing early on . 	1
8877	"now joined by teiresias , the former king forces his daughter back to her senses and the horrifying realization that not only is her son dead , but that agave herself was "" amongst his butchers . "" "	0
7000	unfortunately , her plan goes wrong , and she actually kills herself . 	0
2223	visits spy-movie territory like a novel you can't put down , examines a footnote to history seldom brought to light on the screen , and keeps you guessing from first frame to last . 	1
1904	two hours of sepia-tinted heavy metal images and surround sound effects of people moaning . 	1
5003	spurning her mother's insistence that she get on with her life , mary is thrown out of the house , rejected by joe , and expelled from school as she grows larger with child . 	0
2959	when the precise nature of matthew's predicament finally comes into sharp focus , the revelation fails to justify the build-up . 	1
6138	the fatal accident was actually choreographed by henrietta , a kervorkian wannabe , and dara and noble become henrietta's unwitting pawns . 	0
7356	"firefighter gordon brewer is plunged into the complex and dangerous world of international terrorism after he loses his wife and child in a bombing credited to claudio "" the wolf "" perrini . "	0
6442	there is an instant chemistry between them , and as they proceed to find out more about each other , we the audience are privy to their innermost thoughts by means of voice-over . 	0
1243	the pianist is a fine valedictory work for polanski , made richer by his own experiences , making his other movies somehow richer in the bargain . 	1
3789	has lost some of the dramatic conviction that underlies the best of comedies . . . 	1
6035	they say sooner or later all love stories will end ; now &#38 ; forever is the exception . . . 	0
3983	jackson tries to keep the plates spinning as best he can , but all the bouncing back and forth can't help but become a bit tedious -- even with the breathtaking landscapes and villainous varmints there to distract you from the ricocheting . 	1
8546	he pays the price for his sleepless night , however , the next morning when his father awakens him into a whole nude world . 	0
4388	hardly a nuanced portrait of a young woman's breakdown , the film nevertheless works up a few scares . 	1
6343	the plan slowly unravels when sarah and her lover suspect that her husband has found out . 	0
2344	secret ballot is too contemplative to be really funny . 	1
6157	" "" some like it hot "" meets "" stir crazy "" describes the antics of the film . "	0
9502	most of them realize it is counterfeit , but too late to take action . 	0
6280	babe , a television tabloid reporter , poses as an innocent small-town girl to do an expos&#233 ; on deeds . 	0
7667	he soon finds himself plunged into a mystery only to find himself at the heart of it . 	0
7276	during that time , evelyn and her brothers suffer the abuses of living in orphanages while desmond struggles to secure finances . 	0
5401	in their late twenties and tired of partying their way around the world , danish marie and irish sophie come ashore in northern scotland . 	0
889	like a fish that's lived too long , austin powers in goldmember has some unnecessary parts and is kinda wrong in places . 	1
7388	"seducing ben is only beginning ; she becomes his biggest "" fan "" and most unexpected nightmare , as her obsessions quickly spiral out of control into betrayal , madness and , ultimately , murder . "	0
6047	the young man find herbert down in his jail cell and learns for himself just what the re-agent is capable of . 	0
9799	enroute , eagle reluctantly comes to the aid of romy , a sassy moll who has just stolen 600 her life . 	0
101	it's a frightful vanity film that , no doubt , pays off what debt miramax felt they owed to benigni . 	1
952	for all its impressive craftsmanship , and despite an overbearing series of third-act crescendos , lily chou-chou never really builds up a head of emotional steam . 	1
3850	not for everyone , but for those with whom it will connect , it's a nice departure from standard moviegoing fare . 	1
6653	paco ( debora falabella ) and tonho ( roberto bomtempo ) are illegal brazilian immigrants in new york . 	0
7417	the film follows fictional movie star gray evans through the disintegration of his marriage , his gradual mental breakdown , and his increasing obsession with a young film student who reminds gray of his own life before becoming famous . 	0
9635	or so he thinks until the blackmailer pulls a u-turn on rodney . 	0
2934	hilarious musical comedy though stymied by accents thick as mud . 	1
8194	a wedding is arranged and cassandra is left on the sidelines as everyone around her is drawn into a maelstrom of interconnected relationships . 	0
3331	bittersweet comedy/drama full of life , hand gestures , and some really adorable italian guys . 	1
7269	will lightman is a hip londoner who one day realizes that his friends are all involved with the responsibilities of married life and that leaves him alone in the cold . 	0
9038	after nearly two decades of staring at his victim's face on a newspaper clipping in his cell , the paroled man attempts to find redemption , in the form of a mysterious minister ( freeman ) and two needy women ( dunst and hunter ) . 	0
9815	and eventually some eyes turn toward the drifter , vince . 	0
9968	peter becomes trapped in a repeating circle of time , getting the chance to strike up conversations with jen fresh each time . 	0
2817	a bright , inventive , thoroughly winning flight of revisionist fancy . 	1
3600	a thoughtful , moving piece that faces difficult issues with honesty and beauty . 	1
4411	this crafty little mystery/thriller deserves a wider audience -- if for no other reason than its attention to period detail , its subtlety and its emphasis on mood . 	1
9165	a young couple moves into a neighborhood obsessed with the frightening silent movie history that took place 80 years before . 	0
6384	when anti-death-penalty activist david gale is convicted and condemned to death for the murder of a colleague , reporter bitsey bloom sets out to learn the story behind gale's crime . 	0
9795	they have 3 weeks until the next full moon to find the madman , but an innocent blind woman has found him first . . . 	0
8981	anmol comes to india with his father-in- law ( paresh rawal ) and the moment they step into india they are picked up by choto chhatri ( johny lever ) , who takes them to a local goon , eaida anna ( sunil shetty ) . 	0
1584	most new movies have a bright sheen . some , like ballistic , arrive stillborn . . . looking like the beaten , well-worn video box cover of seven years into the future . 	1
4889	this sade is hardly a perverse , dangerous libertine and agitator -- which would have made for better drama . he's just a sad aristocrat in tattered finery , and the film seems as deflated as he does . 	1
2451	fontaine indulges her signature style , creating a carefully measured film -- the kind whose impact slowly sneaks up on its audience and haunts them long after leaving the theatre . 	1
7218	but if these are just tricks of the mind , how do these encounters leave georgia with physical manifestations ? 	0
7058	haunted by the memories of war , he seeks a quiet life of farming , solitude and prayer . 	0
8489	this very strong cultural identity , different from the us model allows blanca li to give an original point of view on today's melting pot of french urban youngsters . 	0
4466	an utterly compelling 'who wrote it' in which the reputation of the most famous author who ever lived comes into question . 	1
7853	in the world of skin deep , not all suspects are created equal . 	0
3107	williams has now proven that he can play creepy with the best of them . 	1
7387	at the same time , there are rumors that the romulans are ready to begin peace talks with the federation . 	0
5637	months on , marie finds herself alone , life having taken a dramatic turn . 	0
6187	the result is a high-stakes mystery , where everyone seems to know exactly who is most guilty . 	0
2415	the sheer dumbness of the plot ( other than its one good idea ) and the movie's inescapable air of sleaziness get you down . 	1
9617	nearly a decade after skynet sent back the t-1000 , john connor faces a female terminator , the t-x , with power over all machines . 	0
3312	a riveting profile of law enforcement , and a visceral , nasty journey into an urban hades . 	1
6248	kamel , a young man from the french ghetto , near paris , is coming back to france . 	0
9060	but peter is reclusive and awkward when he doesn't have his camera in between himself and his subjects . 	0
5414	he , his brother dan , and two other men , steve hart and joe byrne , formed a gang . 	0
7055	tough detective mike reilly collaborates with department of health associate terry huston to research these mysterious deaths . 	0
1996	another in-your-face wallow in the lower depths made by people who have never sung those blues . 	1
254	it may . . . work as a jaunt down memory lane for teens and young adults who grew up on televised scooby-doo shows or reruns . 	1
8892	as sebastien does his research over the next several days he begins to discover more about himself than he ever anticipated . 	0
1121	a dopey movie clothed in excess layers of hipness . 	1
3985	if this dud had been made in the '70s , it would have been called the hills have antlers and played for about three weeks in drive-ins . 	1
4521	a good film with a solid pedigree both in front of and , more specifically , behind the camera . 	1
2251	jason patric and ray liotta make for one splendidly cast pair . 	1
9123	"we find elvis ( bruce campbell ) as an elderly resident in an east texas rest home , who switched identities with an elvis impersonator years before his "" death "" , then missed his chance to switch back . "	0
6878	a mass of weary knights , squires , soldiers of fortune and priests are making their way home across a europe that has changed forever . 	0
3433	director dirk shafer and co-writer greg hinton ride the dubious divide where gay porn reaches for serious drama . 	1
7077	vikrant wrongly implicates guru gulab in a very serious crime , which forces him to flee out of the india . 	0
7657	is this challenge too much for even the amazing spider-man to handle ? 	0
2408	this is as lax and limp a comedy as i've seen in a while , a meander through worn-out material . 	1
8174	meanwhile in india , vikrant announces grand prize money to those who tell him the whereabouts of guru . 	0
4460	this bold and cathartic drama deserves to be experienced by those who cherish intimate dramas about individuals struggling against all odds to practice love , compassion , and forgiveness . 	1
8692	desperate ) ones who undergo sexually-charged secret rituals and become the 'the chosen few' . 	0
4921	despite bearing the paramount imprint , it's a bargain-basement european pickup . what's hard to understand is why anybody picked it up . wiser souls would have tactfully pretended not to see it and left it lying there	1
8547	vince runs into julie , an old friend of the family , who teaches art at the local elementary school . 	0
4058	this is the film training day wanted to be . 	1
3594	a time machine , a journey back to your childhood , when cares melted away in the dark theater , and films had the ability to mesmerize , astonish and entertain . 	1
3025	it's a beautifully accomplished lyrical meditation on a bunch of despondent and vulnerable characters living in the renown chelsea hotel . . . 	1
5926	deacon , matt and fred will do anything for even a glimpse of sex and spend their mornings pirating porno movies from fred's after school job at the video store . 	0
1978	an unintentionally surreal kid's picture . . . in which actors in bad bear suits enact a sort of inter-species parody of a vh1 behind the music episode . 	1
2172	my wife is an actress works as well as it does because [the leads] are such a companionable couple . 	1
280	a cheerful enough but imminently forgettable rip-off of [besson's] earlier work . 	1
4054	it'll keep you wide awake and . . . very tense . 	1
5743	gino and settimo try to repay roberto's hospitality by chasing off a debt collector who wants his property , but their strong arm tactics alarm him and he realises they aren't the pr consultants they claimed to be liquor store night clerk jose ( freddie ganno ) has two dreams : winning the state lottery and winning the heart of a lovely young shoe store salesperson , diana ( christi adams ) . 	0
6590	they grow hesitantly closer than their previous adversarial relationship as old bonds are tested and new awarenesses are inspired . 	0
2235	it wouldn't be my preferred way of spending 100 minutes or $7 . 00 . 	1
6662	"jamie has a "" to-do "" list for her life and also a very big secret she must keep from landon . "	0
659	"stay clear of reminding yourself that it's a "" true story "" and you're likely to have one helluva time at the movies . "	1
4936	you wouldn't want to live waydowntown , but it is a hilarious place to visit . 	1
6542	"gainey ) - would unearth a seedy world of drugs and violence , ultimately revealing a motley crew from la's underbelly including ex-con david lind ( dylan mcdermott ) , nightclub impresario eddie nash ( eric bogosian ) , the most unlikely of american heroes - porn legend john holmes ( val kilmer ) - holmes' estranged wife sharon ( lisa kudrow ) and his teenage lover dawn schiller ( kate bosworth ) . "" "	0
9470	epic myth becomes burning truth on the mountain of fire . 	0
6165	things begin to go wrong when they are given a handgun to reward their success in the new job . 	0
9251	a hit man from the same mob is sent to kill sullivan and his family , but only kills his wife and son , peter . 	0
9622	mike sullivan ( tom hanks ) works as a hit man for crime boss john rooney ( paul newman ) sullivan views rooney as a father figure . 	0
8528	yanks tanks is a first look at the phenomenon of classic american cars in cuba . 	0
3986	it's a setup so easy it borders on facile , but keeping the film from cheap-shot mediocrity is its crack cast . 	1
1548	chalk it up as the worst kind of hubristic folly . 	1
9916	he also shies away from the shallow young women that he and his friends micke and mario meet at bars . 	0
7938	the film uses chapman's own unseen personal papers and unpublished memoirs in order to recreate his years at cambridge university , medical school , the monty python years , his struggles with alcohol , his ground-breaking stance on homosexuality , his exploits with john cleese , keith moon , harry nilsson , ringo starr , and his untimely death at age 48 , of cancer . 	0
5323	when she hears about her plan going awry , she collapses . 	0
6469	johann christoph haizmann , who lived in the 1650s , was a painter and a deeply disturbed individual . 	0
5813	but micke suggests one thing that is a definite babe-magnet : taking a dog out for walks . 	0
3270	you've seen it before : the ex-con who stumbles while striving to assimilate back into society . but writer-director joe maggio and his able cast makes you care about this man's sorry journey in virgil bliss . 	1
7867	now in do&#241 ; a gracia's care , the buddies could not believe their dream has finally come true . 	0
297	i'm not sure which half of dragonfly is worse : the part where nothing's happening , or the part where something's happening , but it's stupid . 	1
5970	'murder by numbers' is a psychological suspense-thriller that tells the story of a tenacious homicide detective , cassie mayweather ( sandra bullock ) and her new partner sam kennedy ( ben chaplin ) who become pitted against two malevolently brilliant young men ( ryan gosling and michael pitt ) in an ingenious battle of wits as they try to solve a murder case . 	0
2646	as exciting as all this exoticism might sound to the typical pax viewer , the rest of us will be lulled into a coma . 	1
8889	leaving her successful career and las vegas forever in order to build her family in a healthy environment was since long prevented by katherine hiller ( barbara carrera ) , her discoverer and business manager . 	0
1100	it is just too bad the film's story does not live up to its style . 	1
9331	the girls plan to take on the dons instead of buckling under their threats . 	0
4455	dreary , highly annoying . . . 'some body' will appeal to no one . 	1
7226	"the story is risen out of the conflicts between the white anglo-saxon "" natives "" and the irish immigrants coming into the five points . "	0
8497	she meets ian miller , a high school english teacher , wasp , and dreamboat she had made a fool of herself over at the restaurant ; they date secretly for a while before her family finds out . 	0
9274	"realizing that in this love-induced haze , he's been tricked into turning his life upside-down , ted breaks it off with heather to again pursue his destiny as "" bachelorman . "" "	0
2409	has enough gun battles and throwaway humor to cover up the yawning chasm where the plot should be . 	1
4869	an excellent chance to learn more about one of rock and roll's most significant bands and the struggle for freedom in the communist world . 	1
3953	best to just pick up a blade of grass and chew on it while absorbing the scenic imagery and natural acting of a strong cast . 	1
1614	one of the most splendid entertainments to emerge from the french film industry in years . 	1
9018	the writer creates a story of a elderly man who seeks happiness because of the recent lose of his wife . 	0
4660	what soured me on the santa clause 2 was that santa bumps up against 21st century reality so hard , it's icky . 	1
2891	tuck everlasting achieves a delicate balance of romantic innocence and philosophical depth . 	1
6345	soledad , the desert artist who accompanies hilary home , hopes this trip will be the start of their new life together . 	0
7850	going from worst to first , the team makes it to state , and jim is forced to live up to his end of the deal . 	0
1026	[city] reminds us how realistically nuanced a robert de niro performance can be when he is not more lucratively engaged in the shameless self-caricature of 'analyze this' ( 1999 ) and 'analyze that , ' promised ( or threatened ) for later this year . 	1
8815	"miracles , signs and wonders accompany them along with a massive media hunt to track down this "" miracle man . "" "	0
609	were it not for a sentimental resolution that explains way more about cal than does the movie or the character any good , freundlich's world traveler might have been one of the more daring and surprising american movies of the year . 	1
9924	"in 1975 , as the vietnam war was ending , thousands of orphans and amerasian children were brought to the united states as part of "" operation babylift . "" "	0
4835	what makes blade 2 marginally better than blade , especially if you thought the first was a hollow spectacle ? it has a plot . 	1
6018	henrik meets the mysterious bag lady , who gives him a pair of magic shoes that make him dance like a dream . 	0
2544	will grab your children by the imagination and amaze them and amuse them . 	1
4648	 . . . one of the most ingenious and entertaining thrillers i've seen in quite a long time . 	1
5019	saigon , 1952 , a beautiful , exotic , and mysterious city caught in the grips of the vietnamese war of liberation from the french colonial powers . 	0
6468	thirty years ago he was a poor worker who left his girlfriend to pursuit his dream of success . 	0
2389	wendigo wants to be a monster movie for the art-house crowd , but it falls into the trap of pretention almost every time . 	1
9332	billy is now ready to play the ultimate showman ! 	0
8648	after a glamorous--but short-lived--career as a movie star , evans tried out producing . 	0
7425	the following morning , cadmus discovers the terrible aftermath : the still-raving agave dancing through the woods , her dead son's head clutched in her hands . 	0
2951	eric byler's nuanced pic avoids easy sentiments and explanations . . . 	1
8901	he's got the rap , the charm and his little black book weighs several pounds . 	0
6294	this story is a heartbreaking look into the addiction of smoking and its consequences to the loved ones of the smoker . 	0
7089	in a classic homage to chinese martial arts films , he is involved in intense hand to hand combat including sword fighting , guns , car chases , and other ingenious forms of fighting to mame and kill these tong members . 	0
9285	edgar , duncan's sixty year old , distant father , doesn't understand the strange manifestations of his son's mourning . 	0
8394	what he doesn't expect is to get teamed up with a cocky civilian , world class boxing champion kelly robinson ( eddie murphy ) , on a dangerous top secret espionage mission . 	0
3517	a smart , provocative drama that does the nearly impossible : it gets under the skin of a man we only know as an evil , monstrous lunatic . 	1
3045	by the miserable standards to which the slasher genre has sunk , . . . actually pretty good . of course , by more objective measurements it's still quite bad . 	1
4390	canada's arctic light shines bright on this frozen tundra soap opera that breathes extraordinary life into the private existence of the inuit people . 	1
3531	steeped in lore and unabashedly surreal , the film is just charming enough for children and just bizarre enough for adults -- a perfect balance . 	1
9032	vince finally arrives at the cemetery the following day . 	0
8436	as the police investigate and suspect is arrested , we discover that joe knows more than he is letting on . 	0
2118	"remember the kind of movie we were hoping "" ecks vs . sever "" or "" xxx "" was going to be ? this is it . "	1
9740	a seasoned call girl is offered a way out of the business if she uncovers a blackmail ring in a house of prostitution . 	0
7898	an aging yakuza returns to the park where he used to meet his long-lost girlfriend . 	0
8770	mr . stiles has an ulterior motive however , and has enlisted possum lake's sheriff ( darren frost ) and deputy ( melissa dimarco ) to help prevent the lodge from coming up with money to pay the fine . 	0
547	captures a more realistic depiction of the effects of death on a family . 	1
8258	their marriage turns into a downward spiral where she works at a local strip club and starts having an affair with her husbands best friend , freddy . 	0
6346	'broadway' tells the stories of these legendary performers , composers and writers while illustrating their tales with amazing , rare , archival performance footage and these legends' own home movies and photos . 	0
7354	mi yun and kang have difficulty working with each other , as their personalities and working methods are constantly in conflict . 	0
9831	mark , fresh from college , returns to his boring hometown to work off his gambling debts . 	0
7140	bret owns a small but successful art gallery , balancing aesthetics and business deftly . 	0
8657	tiger shark prowls on what should be a routine rescue mission . 	0
1306	the words , 'frankly , my dear , i don't give a damn , ' have never been more appropriate . 	1
1341	haynes has so fanatically fetishized every bizarre old-movie idiosyncrasy with such monastic devotion you're not sure if you should applaud or look into having him committed . 	1
4474	though the film is well-intentioned , one could rent the original and get the same love story and parable . 	1
9653	more prophetic words have never been spoken in a world where love , sex , race , and betrayal are more than skin deep . 	0
376	it's funny and human and really pretty damned wonderful , all at once . 	1
9791	the girls want to do a girly pop song , and the entire jury panel consist of muslim boys ! 	0
5963	upon getting together on their spring break , they realize that they are bored in their small suburban connecticut hometown . 	0
3963	the mood , look and tone of the film fit the incredible storyline to a t . 	1
4483	for those willing to risk being made very uncomfortable , this instant cult classic announces the arrival of a distinctive new talent behind the camera . 	1
423	" "" maid in manhattan "" is a charmer , a pc "" pretty woman "" that ditches the odious prostitution theme for class commentary"	1
9709	her recent divorce has left her with terminal writer's block and extremely depressed , and her best friend , patti , is beginning to think she might never recover . 	0
4572	without getting grand or preachy , the sprechers use an unconventional approach to coax us into asking ourselves fundamental questions . 	1
7701	they all died 48 hours after logging on to a site named feardotcom . com . 	0
4601	arteta directs one of the best ensemble casts of the year	1
3105	the solid filmmaking and convincing characters makes this a high water mark for this genre . 	1
181	at best , cletis tout might inspire a trip to the video store -- in search of a better movie experience . 	1
6887	he has to walk through some of the worst areas in l . a . 	0
7704	a band of college students go to a rave on a mysterious island and get more than they bargained for when they find themselves stalked by killer zombies and terrifying creatures intent on feasting on the flesh of the living . 	0
5653	the film is a romantic comedy about a portuguese widow whose husband had been a fisherman who died at sea . 	0
787	an intelligently made ( and beautifully edited ) picture that at the very least has a spark of life to it -- more than you can say for plenty of movies that flow through the hollywood pipeline without a hitch . 	1
4914	like rudy yellow lodge , eyre needs to take a good sweat to clarify his cinematic vision before his next creation and remember the lessons of the trickster spider . 	1
9294	shae powell , a successful single mom , wakes up rattled from a horrible dream . 	0
8443	"it is only natural that only the most violent and powerful survive "" the shu "" . "	0
6771	one day , margalo is nowhere to be found , so stuart and snowbell set out across the city to find her while george covers for stuart ( the first time he's had to lie ) . 	0
7715	especially one girl , isa , has to choose between two boys who are fighting against each other . 	0
6236	in singapore , that means that at the age of 12 , the government has decided that they are not as academically inclined as their peers . 	0
3451	if signs is a good film , and it is , the essence of a great one is in there somewhere . 	1
4293	both overstuffed and undernourished . . . the film can't be called a solid success , although there's plenty of evidence here to indicate clooney might have better luck next time . 	1
8714	after escaping from the racoon city medical facility alice searches for answers to the t-virus and how to contain it , all while trying to find a way to escape the ruined city with fellow survivors . 	0
2632	this is an action movie with an action icon who's been all but decommissioned . 	1
